SiO2,Al2O3,Tl
100.0000000000000, 0.000000000000000, 1723
30.93582347718510, 14.79464875856657, 1700
31.18472667860792, 15.35985883247125, 1700
32.31386155709679, 17.60665064010770, 1700
34.36777817338534, 20.26632211883241, 1700
36.82908578926342, 22.85062995908456, 1700
38.26190134101196, 25.27485638404847, 1700
38.42834283099133, 27.51206687582308, 1700
37.70211719872376, 29.82920929826971, 1700
36.60694759359411, 31.65565970098476, 1700
35.43234482676363, 33.16510102387333, 1700
35.11527507148368, 33.55898696641537, 1700
33.29215578142028, 12.85789730777497, 1600
33.32652836976690, 12.98227470471250, 1600
33.44622185000392, 13.40557405135096, 1600
33.93580623204283, 14.51683283495308, 1600
35.66048679564384, 18.19582015398871, 1600
36.61942878959620, 19.55596926200943, 1600
38.78661511097464, 21.10237656201556, 1600
41.84696432502826, 22.63283750676079, 1600
44.08145426221162, 23.83802973821740, 1600
45.12138659075129, 24.68610099317328, 1600
45.57366446133051, 25.45919283968155, 1600
45.56882450566747, 26.32728008803203, 1600
45.15710027796144, 27.55768568755439, 1600
44.05339247160169, 29.03316752757545, 1600
42.32956167049121, 30.66114943047963, 1600
40.78544862446296, 31.93231332170603, 1600
40.05858458619828, 32.45702500344146, 1600
38.43547127595836, 33.54365042066776, 1600
36.76413432103462, 34.62751905680788, 1600
36.33389413894442, 34.90374928141598, 1600
96.80534835506839, 3.194651644931622, 1600
96.22161490432913, 3.578557343309337, 1600
93.46115530844811, 5.404736943259218, 1600
88.44017078292296, 8.736931049994784, 1600
84.30281376616150, 11.40244500191247, 1600
81.93415309868930, 12.82560329297492, 1600
76.40950303575360, 16.02979369721490, 1600
73.77248242459683, 17.46588236582410, 1600
68.11437550107011, 20.29027562639914, 1600
58.90226210170296, 24.87162872289800, 1600
51.50117332087040, 28.57694693090250, 1600
49.34692504519570, 29.67179626395701, 1600
48.77359989065541, 29.98051478425261, 1600
92.90382970764851, 5.229787844177100, 1500
91.69357378775200, 5.947636962924494, 1500
86.50633094402446, 9.010309939221235, 1500
79.25547784253023, 13.20506511602945, 1500
73.39943167583527, 16.37384193526520, 1500
67.66431060871105, 19.16297711114794, 1500
61.19110132049369, 22.25286176803292, 1500
55.73840375497816, 24.69750620954601, 1500
52.43353954656237, 25.99463419105437, 1500
51.67009741247380, 26.27877096300520, 1500
90.17426629247830, 0.000000000000000, 1500
90.41105210665162, 0.180502138312603, 1500
91.36329104285088, 1.001487652032738, 1500
92.44158762728810, 2.319681913702313, 1500
92.96226436399922, 3.400966938507332, 1500
93.03730079885715, 4.543570507667758, 1500
92.94487537469400, 5.113747747750845, 1500
92.91455657335719, 5.224806600383735, 1500
35.02662272618674, 11.52827957313532, 1500
35.35882999055252, 12.24112064389350, 1500
36.83857109538178, 15.14734345297571, 1500
39.43868514463519, 18.63051790834854, 1500
43.04434533255676, 20.95720398578645, 1500
47.25988893234013, 22.04658767782457, 1500
50.82760712332387, 22.50251894835178, 1500
52.15183516153920, 23.09648641938868, 1500
52.37722153806467, 23.97390577103945, 1500
52.07008290298554, 25.21893545707840, 1500
51.77892752590935, 26.09118073996293, 1500
51.70932983441801, 26.29366068023137, 1500
36.75330952334316, 10.27430571983874, 1400
36.77988109662739, 10.50623005668116, 1400
36.87856345494638, 11.28392194833433, 1400
37.26452492198818, 12.24984689033067, 1400
38.52544292142488, 14.88836660304561, 1400
39.42497759336545, 16.11132406426111, 1400
42.12528872928839, 18.21654475117295, 1400
46.62620779170459, 19.80034316848120, 1400
51.90052895123195, 19.77811202577020, 1400
55.56321064740349, 19.71573214113797, 1400
57.19974067800126, 20.00078036577296, 1400
57.89961767895628, 20.39326883756843, 1400
58.14403778992832, 20.87972465511391, 1400
57.96310935665150, 21.50021733782674, 1400
57.40711445963103, 22.17032550598112, 1400
56.22380405850069, 23.23133567708614, 1400
55.86942829890239, 23.54193687111476, 1400
91.04641158870712, 5.942880125159329, 1400
90.22728677064144, 6.362584471178306, 1400
87.03417058005878, 8.004645723578630, 1400
84.04843540554275, 9.559819196734543, 1400
81.96063112095752, 10.64063135592338, 1400
76.30086272499828, 13.55763357678036, 1400
73.40974466433137, 15.02033148711976, 1400
68.12596000138382, 17.65622338918310, 1400
63.45591943710074, 19.90498774987583, 1400
59.14406477369821, 22.00336555833700, 1400
56.28636859898781, 23.34645309875891, 1400
55.62095873449826, 23.65329557857278, 1400
86.81011632473434, 0.000000000000000, 1400
86.93361416781269, 0.064788373764068, 1400
87.34683835270593, 0.299683336409852, 1400
88.00861056813787, 1.001302189322771, 1400
89.98679519219067, 3.283356260818295, 1400
90.61191566932419, 4.104505132408391, 1400
90.87547354707469, 4.918195871925425, 1400
91.01762177411348, 5.734284913320849, 1400
91.04518442894056, 5.943042037393583, 1400
37.85368503909100, 9.502008990480602, 1300
38.10396934527422, 10.07348373811524, 1300
39.34258973962243, 12.50358757995071, 1300
42.02920530135380, 15.81702877460084, 1300
45.60073954801889, 17.99031834277357, 1300
49.10670841407510, 18.47045421766726, 1300
52.98737917515130, 17.92309201248736, 1300
56.43090354432799, 17.61190391844703, 1300
58.92271532651250, 18.04023069057689, 1300
60.16391363895603, 18.80685456108234, 1300
60.45762068242795, 19.62485753430408, 1300
60.39751145938239, 20.30920709124285, 1300
60.37008419293899, 20.48318507693359, 1300
88.80346815069828, 6.838424988268038, 1300
88.17141431086674, 7.151963533870196, 1300
85.68787799095597, 8.390959089065724, 1300
82.41203079238318, 10.05495448222232, 1300
77.33434918498068, 12.60940789371864, 1300
71.06121193495957, 15.65628509452107, 1300
65.06751693255495, 18.41080111513726, 1300
61.26118453467582, 20.10542911040514, 1300
60.37868742592788, 20.49538221805074, 1300
84.22638869072675, 0.000000000000000, 1300
84.47188455522408, 0.306577064723379, 1300
85.54586493388095, 1.666531615240457, 1300
87.12550477677702, 3.724718459139806, 1300
88.21422996947180, 5.474331709216921, 1300
88.68578766002680, 6.549713646354116, 1300
88.78109380374717, 6.800065106910861, 1300
38.31384526355716, 8.042570463846733, 1200
38.32990036949693, 8.067226451616124, 1200
38.73531454091545, 8.802325499545969, 1200
40.29267112760429, 11.67460034624581, 1200
41.10851373618261, 12.92203829775867, 1200
42.97961931097192, 14.94310413800954, 1200
45.57276243615091, 16.69020088602624, 1200
47.99447248286418, 17.16633818720283, 1200
50.52102085591437, 16.81681741401294, 1200
53.03727606864018, 16.41380349510200, 1200
56.01007086177015, 16.18532971694980, 1200
58.79523955766835, 16.23773012295484, 1200
61.71565702481355, 16.51084626953827, 1200
64.09350286709955, 16.81498760065723, 1200
65.25147148294593, 17.02694726214294, 1200
65.61190094768017, 17.25338138785172, 1200
65.71175803729962, 17.53347281555863, 1200
65.73040522483137, 17.61109963338105, 1200
86.40337004815922, 7.638086675025305, 1200
86.10412171079320, 7.807116623777026, 1200
84.78546556064606, 8.539911797920588, 1200
82.31867163464375, 9.809197602124350, 1200
78.40862172345273, 11.67420187301887, 1200
74.29153131310318, 13.70231773424079, 1200
70.47781588120192, 15.52470962825674, 1200
66.88068048373714, 17.13151254804798, 1200
65.92279891860707, 17.55313351073546, 1200
81.99041981676822, 0.000000000000000, 1200
82.01137121544713, 0.033150196354539, 1200
