Wavenumber,I
80.4297,0.0493007546723691
81.9141,0.0573725047911243
83.3984,0.0765880317151256
84.8828,0.0509545290385968
86.3652,0.0457999242608887
87.8496,0.0461826475855807
89.332,0.0585765685840795
90.8164,0.0688187908909152
92.2988,0.0720832459156851
93.7812,0.0531070810710061
95.2617,0.0420405316032953
96.7441,0.044652607627559
98.2246,0.0509370355532987
99.707,0.0428900323161847
101.188,0.0422594135047078
102.668,0.0347090119148726
104.146,0.0430124867132712
105.627,0.0661021806252363
107.105,0.0614344067432624
108.586,0.0432053417219232
110.064,0.036726224104927
111.543,0.0313266678660086
113.021,0.0364625844813739
114.498,0.0374112007219399
115.977,0.0361233388677032
117.453,0.038588341614351
118.93,0.0304347134509934
120.406,0.0354277381583995
121.883,0.0370257467068599
123.359,0.0358771500624108
124.834,0.0236636252976687
126.311,0.0275730352584524
127.785,0.031915686316106
129.26,0.0407453310186409
130.734,0.029533713624068
132.209,0.0275811846625791
133.682,0.026059848780169
135.154,0.0284473681870576
136.629,0.0236673373299149
138.102,0.0296037728993349
139.574,0.0346727022661197
141.047,0.0211908998172673
142.518,0.0102378873358448
143.99,0.0101566066297647
145.461,0.0233431531804155
146.932,0.0228988186538444
148.402,0.0247025249891877
149.873,0.0189599257702778
151.342,0.0183652752712553
152.812,0.0340322273690237
154.281,0.0253796508713351
155.75,0.027107751216561
157.219,0.0197560926865268
158.688,0.0317263300045137
160.156,0.0280771463042981
161.625,0.0275510190671992
163.092,0.0343645182556125
164.559,0.0298366922560232
166.025,0.0422521601083647
167.492,0.0423780278684362
168.959,0.0491970737717001
170.426,0.0476486869876339
171.891,0.0501737222557803
173.355,0.0464369431279625
174.82,0.0524559820816193
176.285,0.0582582724857292
177.75,0.0630421007091927
179.215,0.0617787297343733
180.678,0.0511832243585911
182.143,0.0627451381294986
183.605,0.0619135575722804
185.068,0.0598412195700183
186.531,0.0646963017457935
187.994,0.0687496702904692
189.455,0.0667451728775338
190.916,0.0853215475825958
192.379,0.0792312546766273
193.84,0.0873008714435169
195.301,0.0822269073663292
196.762,0.0850390917955878
198.221,0.0964704444323194
199.682,0.0940960238058857
201.141,0.0937636475852223
202.6,0.0976702415215434
204.059,0.104136857696607
205.518,0.108337854190384
206.977,0.113270590374067
208.434,0.119665952596819
209.893,0.117867536974103
211.35,0.128436162116378
212.807,0.130661248112218
214.264,0.122560484408091
215.721,0.121779677625274
217.176,0.134695416490103
218.633,0.131862325212562
220.088,0.157315772991632
221.543,0.147150778022332
222.998,0.152231142155117
224.453,0.153205657287331
225.908,0.161441248829366
227.361,0.171217120418377
228.816,0.167348500145264
230.27,0.187769797543713
231.723,0.18331109214457
233.176,0.184062458671641
234.629,0.197150999037585
236.08,0.193492727258422
237.533,0.202618353198793
238.984,0.203292919058702
240.436,0.203231051854599
241.887,0.215224756043107
243.338,0.217147759414776
244.789,0.226792643199239
246.238,0.226800749936328
247.688,0.235784294642449
249.139,0.241459863945741
250.588,0.244042926384632
252.037,0.252368118705023
253.484,0.260545683076313
254.934,0.270199953608984
256.383,0.26851119227216
257.83,0.267186807433984
259.277,0.289886951295287
260.725,0.292100943861426
262.172,0.302498900854452
263.619,0.292987138226404
265.064,0.296449994974676
266.512,0.316145952738815
267.957,0.325957664639169
269.402,0.332524121681543
270.848,0.346252667607173
272.293,0.332516441614827
273.736,0.341961643664668
275.182,0.346017572231582
276.625,0.368321339316253
278.068,0.360037960692429
279.512,0.369044972269071
280.955,0.371770115942212
282.398,0.372201906359814
283.84,0.390824361465173
285.283,0.404719735506694
286.725,0.404188957562528
288.166,0.405654570294208
289.607,0.418443161387847
291.049,0.416206555291932
292.49,0.4372943118132
293.93,0.439423396975088
295.371,0.438514589080334
296.811,0.436419637548297
298.25,0.461665723526029
299.689,0.461051318188731
301.129,0.465032152769976
302.566,0.466487098742328
304.006,0.487897418065678
305.443,0.477409860294296
306.881,0.486877675873912
308.318,0.486105402498558
309.756,0.502033007527268
