Wavenumber,I
80.4297,0.0269486424229806
81.9141,0.0347692072291751
83.3984,0.0514325622299892
84.8828,0.0188662898430632
86.3652,0.0205888778222572
87.8496,0.022314496694978
89.332,0.0228180321553737
90.8164,0.0469717202796145
92.2988,0.0331361889392797
93.7812,0.0287578144351633
95.2617,0.023535358702449
96.7441,0.0286959751597738
98.2246,0.0331691216331229
99.707,0.0283277894520961
101.188,0.018210440673643
102.668,0.0276502716558202
104.146,0.0166083646400508
105.627,0.0384354122289334
107.105,0.0312901485953907
108.586,0.010148309129643
110.064,0.00375819035643507
111.543,0.0122845462194163
113.021,0.0148451084029379
114.498,0.0248286454940448
115.977,0.0179753880950592
117.453,0.0179316437063966
118.93,0.0126026090908602
120.406,0.0168468552471127
121.883,0.0136598480851023
123.359,0.0251860647441199
124.834,0.00727800772257195
126.311,0.0131329249836119
127.785,0.0150762705808754
129.26,0.0191676601815015
130.734,0.0169690409697368
132.209,0.00947404841297801
133.682,0.0127952291600692
135.154,0.0149656655857565
136.629,0.00884579394581642
138.102,0.0176201402313913
139.574,0.0246307326704682
141.047,0.0167375168940648
142.518,0
143.99,0.0192312637083469
145.461,0.00463859707013746
146.932,0.0118786779101296
148.402,0.00650684888748384
149.873,0.0102100579305989
151.342,0.00606284560441997
152.812,0.0108434694404777
154.281,0.0183173362169827
155.75,0.00900805984254083
157.219,0.0214118785078182
158.688,0.00840029783459757
160.156,0.0214238663702748
161.625,0.022276316483984
163.092,0.0274421804584596
164.559,0.011408346566878
166.025,0.0266738263308142
167.492,0.0240513796346863
168.959,0.0309154034912745
170.426,0.0388616825230048
171.891,0.0313728422277332
173.355,0.0308271456812635
174.82,0.0375377248984067
176.285,0.0317398517677736
177.75,0.0465614187230797
179.215,0.0505726027382884
180.678,0.0410593065159995
182.143,0.0490105616415797
183.605,0.0494629338097548
185.068,0.0570279535781471
186.531,0.0516026541652231
187.994,0.0606387882245209
189.455,0.0568320764293273
190.916,0.0619217156934655
192.379,0.0731292361600037
193.84,0.0745062570399288
195.301,0.0757276618940016
196.762,0.0762515088647483
198.221,0.0829687831899805
199.682,0.0851962637460748
201.141,0.08594855866175
202.6,0.0853048330664368
204.059,0.0868302320175232
205.518,0.0980481570439296
206.977,0.107175217909031
208.434,0.106294901669762
209.893,0.109838332863077
211.35,0.125253819237981
212.807,0.117696489796447
214.264,0.129623282010384
215.721,0.120042039488435
217.176,0.131658504395004
218.633,0.130850115330475
220.088,0.148221206588399
221.543,0.139793513095297
222.998,0.154915862305222
224.453,0.151615354966217
225.908,0.153444748014317
227.361,0.161104765938026
228.816,0.155620205771071
230.27,0.170285206718972
